브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2793.7,202403,
KIDS,MD,MD,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,436.02,202403,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,8078.0,202403,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,18012.5,202403,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,-216550.3,202403,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,6919.0,202403,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,15426.06,202403,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,364618.33,202403,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,4993.78,202403,
KIDS,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1035.28,202403,
KIDS,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,-495696.0,202403,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3422.0,202403,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7713.03,202403,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,141549.33,202403,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,227.54,202403,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,2008554.03,202403,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,4543.0,202403,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,10130.79,202403,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,230946.0,202403,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,13347.0,202403,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,29761.19,202403,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,327997.33,202403,
KIDS,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3506.0,202403,
KIDS,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7816.91,202403,
KIDS,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,155480.0,202403,
