브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
DX,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,11733.0,202409,
DX,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25089.95,202409,
DX,MD,MD,인건비,"급여,성과급",인건비,인건비,176784.03,202409,
DX,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,-2356.88,202409,
DX,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,-4011.0,202409,
DX,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3967.0,202409,
DX,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,8483.64,202409,
DX,VMD,VMD,인건비,"급여,성과급",인건비,인건비,29458.27,202409,
DX,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1410600.0,202409,
DX,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,9660.0,202409,
DX,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,20656.3,202409,
DX,마케팅,마케팅,수주회,수주회,광고비_수주회,광고비_수주회,979137.72,202409,
DX,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,87377.63,202409,
DX,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1292.17,202409,
