브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,946.93,202502,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,14995.0,202502,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,32114.9,202502,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,178435.2,202502,
KIDS,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1096.26,202502,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,6399.0,202502,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,13727.31,202502,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,69966.67,202502,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,22235.54,202502,
KIDS,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,403.16,202502,
KIDS,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,8973.0,202502,
KIDS,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,19443.56,202502,
KIDS,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,121524.0,202502,
KIDS,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,11529.82,202502,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,7670.0,202502,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,16526.39,202502,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,176336.0,202502,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,2760.24,202502,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1012785.23,202502,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,5621.0,202502,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,12037.45,202502,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,59884.0,202502,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12108.0,202502,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25932.49,202502,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,127465.41,202502,
KIDS,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,2544.0,202502,
KIDS,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,5446.77,202502,
KIDS,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,23608.0,202502,
