브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2793.8,202405,
KIDS,MD,MD,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,-1327.01,202405,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,8078.0,202405,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,17339.28,202405,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,131297.33,202405,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,7795.0,202405,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,16732.28,202405,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,102611.83,202405,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1500.29,202405,
KIDS,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1035.32,202405,
KIDS,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,7175.51,202405,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3422.0,202405,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7424.76,202405,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,41212.79,202405,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,-85.22,202405,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1165386.68,202405,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,4543.0,202405,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,9752.16,202405,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,69884.0,202405,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,13347.0,202405,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,28648.87,202405,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,149841.33,202405,
KIDS,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,1325.0,202405,
KIDS,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,2844.16,202405,
KIDS,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,29046.67,202405,
