브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,946.92,202504,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,18110.0,202504,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,38786.7,202504,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,195116.66,202504,
KIDS,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,14163.12,202504,
KIDS,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1096.28,202504,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,6399.0,202504,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,13727.31,202504,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,70766.13,202504,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,12788.54,202504,
KIDS,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,403.14,202504,
KIDS,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,9933.0,202504,
KIDS,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,21499.56,202504,
KIDS,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,122478.67,202504,
KIDS,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,6430.71,202504,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,7670.0,202504,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,16526.39,202504,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,178547.86,202504,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,542.36,202504,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1550411.21,202504,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,5621.0,202504,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,12037.45,202504,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,62078.07,202504,
KIDS,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,8427.36,202504,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12108.0,202504,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25932.49,202504,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,152015.33,202504,
KIDS,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,2544.0,202504,
KIDS,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,5446.77,202504,
KIDS,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,23324.4,202504,
KIDS,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,711.32,202504,
