브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
DX,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1531.03,202508,
DX,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12940.0,202508,
DX,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,27715.4,202508,
DX,MD,MD,인건비,"급여,성과급",인건비,인건비,390451.98,202508,
DX,MD,MD,인건비,"파트타임,인턴",노무비,노무비,2797.84,202508,
DX,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,776.54,202508,
DX,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,41133.7,202508,
DX,MO,MO,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,484.54,202508,
DX,MO,MO,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,391.33,202508,
DX,MO,MO,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,13660.38,202508,
DX,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1815.65,202508,
DX,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12393.0,202508,
DX,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,26543.04,202508,
DX,VMD,VMD,인건비,"급여,성과급",인건비,인건비,102649.17,202508,
DX,VMD,VMD,인건비,"파트타임,인턴",노무비,노무비,1286.04,202508,
DX,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,855.69,202508,
DX,VMD,VMD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,9156.24,202508,
DX,리테일,리테일,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,496.49,202508,
DX,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,22455.0,202508,
DX,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,48093.32,202508,
DX,리테일,리테일,인건비,"급여,성과급",인건비,인건비,206505.53,202508,
DX,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,7171.01,202508,
DX,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,2870925.89,202508,
DX,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,24296.0,202508,
DX,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,52037.18,202508,
DX,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,242729.81,202508,
DX,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,600.0,202508,
DX,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,10670.0,202508,
DX,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,22852.7,202508,
DX,온라인,온라인,인건비,"급여,성과급",인건비,인건비,120002.73,202508,
DX,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3686.0,202508,
