브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
DX,MD,MD,감가상각비,비품,감가상각비_공기구비품,감가상각비_공기구비품,38.29,202510,
DX,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2868.95,202510,
DX,MD,MD,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,1389.2,202510,
DX,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,15396.0,202510,
DX,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,32973.61,202510,
DX,MD,MD,인건비,"급여,성과급",인건비,인건비,395153.54,202510,
DX,MD,MD,인건비,"파트타임,인턴",노무비,노무비,2797.84,202510,
DX,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,10971.32,202510,
DX,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,23221.84,202510,
DX,MO,MO,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,484.54,202510,
DX,MO,MO,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,0.01,202510,
DX,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1815.67,202510,
DX,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,11976.0,202510,
DX,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25649.11,202510,
DX,VMD,VMD,인건비,"급여,성과급",인건비,인건비,118546.07,202510,
DX,VMD,VMD,인건비,"파트타임,인턴",노무비,노무비,2845.09,202510,
DX,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,5484.16,202510,
DX,리테일,리테일,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,496.49,202510,
DX,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,19452.0,202510,
DX,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,41657.44,202510,
DX,리테일,리테일,인건비,"급여,성과급",인건비,인건비,214522.84,202510,
DX,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,8345.43,202510,
DX,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,5396085.99,202510,
DX,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,20684.0,202510,
DX,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,44299.25,202510,
DX,마케팅,마케팅,수주회,수주회,광고비_수주회,광고비_수주회,797025.5,202510,
DX,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,194632.2,202510,
DX,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,23510.5,202510,
DX,마케팅,마케팅,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,1514.0,202510,
DX,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,10716.0,202510,
DX,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,22950.61,202510,
DX,온라인,온라인,인건비,"급여,성과급",인건비,인건비,161019.25,202510,
DX,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,4434.05,202510,
